year,avgTemp,minTemp,maxTemp,rainFall,avgPrice
20120928,18.6,14.4,24.5,1.6,32800
20120929,16.6,12.4,21.7,0.1,32800
20120930,15.9,10.6,22,0,33200
20121001,16.7,11.1,23.7,0,33200
20121002,17.3,12,24.4,0,33200
20121003,17.4,11.8,24.6,0,33200
20121004,17.1,11.1,24.5,0,33200
20121005,17.5,12.3,22.8,0,32100
20121006,17.9,13.5,24,0.1,32100
20121007,16.7,11.2,23.8,0,32100
20121008,15.6,10.5,22.4,0,32100
20121009,15.2,9.2,21.9,0,32100
20121010,15.4,10.5,21.9,1.6,32100
20121011,13.7,8.7,19.9,0,32100
20121012,13.4,6.6,21.9,0,32100
20121013,14.5,8.6,22.9,0,32100
20121014,15.4,9.6,23.5,0,32100
20121015,13.7,7.7,22,0,32100
20121016,15.6,7.7,23,0,32100
20121017,13.6,8.2,18.1,1.6,32100
20121018,10.5,4.2,17.7,0,32100
20121019,12.3,5.5,20.6,0,32100
20121020,13.6,7,21.2,0.1,32100
20121021,15.7,9.2,24,0,32100
20121022,14.7,10.5,20.2,26.7,32100
20121023,11,6.3,16.2,0,32100
20121024,11.6,5.9,18.2,0,33167
20121025,13.2,7.4,21,0.1,33250
20121026,14.5,8.6,22.2,0,33250
20121027,14.8,11.9,17.2,25.4,33250
20121028,15.4,9.8,20.6,0,33250
20121029,12.1,6.8,18.5,0,33250
20121030,10.3,5.4,15,0.3,33250
20121031,8.2,3.5,13.7,0.4,33250
20121101,7.2,2.6,11.8,0.1,33250
20121102,6.2,0.3,13.7,0,33250
20121103,8.1,0.8,16.7,0,33250
20121104,10.8,5.4,14.9,5.8,33250
20121105,10.4,6.9,14.8,3,33250
20121106,9.3,6.3,12.4,4.5,33250
20121107,9.8,6.1,14.3,0,33250
20121108,10,5.5,15,0,33250
20121109,9.8,4.9,16.2,0,33250
20121110,12.1,7.7,15.6,3,33250
20121111,10.6,6.9,15,18.1,33250
20121112,9.6,6.9,12.5,1.2,33250
20121113,7.3,3.9,11.2,3.1,33250
20121114,4.8,2.2,8.2,0.7,34000
20121115,4.9,0.1,11.3,0,34000
20121116,5.9,-0.5,10.9,5.7,34000
20121117,7.5,3.6,10.9,4,34000
20121118,4.5,-0.2,10.8,0,34000
20121119,5.3,-0.2,11.6,1.1,34000
20121120,3.2,-1.1,8.2,0,34000
20121121,3.7,-2.3,9.6,0,34000
20121122,6.2,0.5,12.5,0,34200
20121123,6.1,3.2,9.8,0.5,34200
20121124,3.3,-1.3,8.8,0,34200
20121125,3.5,-2.9,9.3,1.2,34200
20121126,3.8,0.7,8,2.8,34200
20121127,1.8,-2.9,7.7,0,34200
20121128,6.2,-0.9,13.2,0.8,34200
20121129,2.9,-1.4,8.1,0,34200
20121130,2.6,-2.4,8.6,0.1,34200
20121201,1,-3.5,5.7,0.2,34200
20121202,3.1,-0.7,8.4,0.6,34600
20121203,3.2,-1.3,8.4,3.2,34600
20121204,0.2,-2.7,3.7,0.1,34600
20121205,0,-3.8,5.4,6.7,34600
20121206,-3.8,-7.4,-0.2,0.6,34600
20121207,-2.1,-6.4,2,3.3,31100
20121208,-3.9,-7.6,0.1,0.9,31100
20121209,-6.2,-10.1,-2.2,0.4,31100
20121210,-5.4,-10.2,0.1,0,31100
20121211,-4.2,-9.6,2.1,0,31100
20121212,-3.6,-8.8,3.6,0,31100
20121213,-1.3,-8.4,6.7,0,31100
20121214,3.3,-1.2,6.6,25.3,31100
20121215,5.3,2.1,8.7,0.5,31100
20121216,3.3,-0.4,8.7,0,31100
20121217,2.7,-0.6,7.1,0,31100
20121218,-2.8,-5.8,0.6,0,31100
20121219,-4.2,-8.1,0.8,0,31100
20121220,-1.8,-7.3,4.4,0,31100
20121221,0.9,-2.2,3,6.7,31100
20121222,0.1,-3.2,3.1,0,31100
20121223,-4.8,-9.2,-1.3,0.4,31100
20121224,-6.7,-12,-1.4,0.1,31100
20121225,-4.3,-9.5,0.7,0.3,31100
20121226,-8,-12.6,-2.1,0,32056
20121227,-4.1,-11.5,2.7,0,32150
20121228,-0.7,-3.3,2.2,7.3,32150
20121229,0.7,-3.1,4.2,2.2,32150
20121230,-3.5,-8.1,1.4,1.5,32150
20121231,-6.1,-10.5,-1.2,0.2,32150
20130101,-3.2,-9.1,2.6,2,32150
20130102,-6,-11.2,0,0.4,32150
20130103,-9.9,-13.9,-5.1,0,32150
20130104,-9,-14.7,-1.9,0,32150
20130105,-5.9,-13.1,1,0,32150
20130106,-4.1,-8.5,2.1,0,32150
20130107,-4,-9.7,2.5,0,32150
20130108,-3.2,-8.7,3.2,0,32150
20130109,-5.6,-9.6,-1.5,0,32150
20130110,-6.9,-12,-0.8,0,32150
20130111,-4.3,-11.8,2.9,0,32150
20130112,0.3,-5.6,7,0.1,32150
20130113,-0.7,-4.7,3.9,0,32150
20130114,-0.7,-6.1,5.7,0.1,32150
20130115,-1.9,-7.2,4.9,0,32150
20130116,-0.7,-5.7,3.9,0.1,32600
20130117,-2.8,-6.2,0.3,1.9,32600
20130118,-3.3,-9.1,3.2,0,32600
20130119,-0.1,-5.3,5.9,0,32600
20130120,1.4,-4.7,7,0,32600
20130121,3.8,2.2,5.3,19.3,32600
20130122,3.6,2.3,5.7,2.2,32600
20130123,2.5,0.9,4.1,1.4,32600
20130124,0.9,-3.2,4.6,0.3,32800
20130125,-4.6,-6.7,-1.5,0,32800
20130126,-5.5,-8.9,-1.2,0,32800
20130127,-5,-8.8,-0.8,0,32800
20130128,-1.8,-8.7,4.4,0,32800
20130129,2.2,-3.2,8,0,32800
20130130,4.1,-0.9,11,0,32800
20130131,6.4,0.3,12.7,0.5,32800
20130201,8.6,4.8,12.2,31.3,32800
20130202,3,-2,8.1,0,32800
20130203,-0.2,-4.7,2.8,3.2,33200
20130204,2,-1.6,6.3,4.2,33200
20130205,0.6,-3,3.5,3.9,33200
20130206,1.1,-1.2,3.7,2.2,33200
20130207,-6.2,-10.9,0,0.1,33200
20130208,-8.2,-13.2,-2.5,0,31100
20130209,-5.1,-10.6,0.6,0,31100
20130210,-1.7,-7.1,3.8,0.1,31100
20130211,-2.8,-8,2.7,0,31100
20130212,-1.7,-4.4,1.7,0.3,31100
20130213,-0.9,-6.8,5.1,0,31100
20130214,2.1,-3.3,7.9,0,31100
20130215,1.4,-3.4,6.1,0,31100
20130216,-1.6,-7.2,4.6,0,31100
20130217,2,-3.2,6.3,1.9,31100
20130218,2.9,0.2,6.3,1.8,31100
20130219,-0.1,-3.4,4,0.5,31100
20130220,-1.9,-6.8,3.6,0,31100
20130221,-0.2,-5.2,5.3,0,31100
20130222,1.6,-3.5,7.1,0.6,31100
20130223,0.1,-5.1,5.2,0,31100
20130224,1.8,-4.1,7.7,0,31100
20130225,3.1,-3.3,10.3,0,31100
20130226,4.9,0,9.4,0.2,31100
20130227,6.1,0.8,13.1,0,32056
20130228,8,-1.1,16.4,0,32150
20130301,4.2,-1.2,11.2,4.9,32150
20130302,0.4,-3.7,5.6,0,32150
20130303,1.3,-4.1,7.4,0,32150
20130304,3.4,-2.7,10.4,0,32150
20130305,4.7,-2.6,12.9,0,32150
20130306,7.9,-1,16.9,0,32150
20130307,9.4,3.5,14.6,0.8,32150
20130308,9.8,2.5,18.3,0,32150
20130309,13.5,2.3,23.7,0,32150
20130310,5.8,0.4,13.9,0,32150
20130311,4.5,-3.2,13.1,0,32150
20130312,9.1,-0.3,16.5,1.4,32150
20130313,6.5,2.1,12.4,16.1,32150
20130314,4.3,0.3,9.7,0,32150
20130315,5.9,-1,13.4,0,32150
20130316,7.6,1.2,15.8,0,32150
20130317,8.9,0.3,17.6,16,32150
20130318,10.3,7,15.5,16.3,32150
20130319,10.7,5,15.8,0,32150
20130320,5.5,-1.1,11.9,2.3,32600
20130321,2.5,-4.1,9.8,0,32600
20130322,5.3,-0.5,11.3,0,32600
20130323,6.7,0.5,13.8,0,32600
20130324,6.5,1.3,12.4,0,32600
20130325,3.8,-0.1,8.7,0.8,32600
20130326,5.1,-2.3,12.5,0,32600
20130327,9,1.3,17.2,0,32600
20130328,9.9,2.7,17.3,0,32800
20130329,7.2,1.9,13.2,0,32800
20130330,6.6,0.8,12.9,0.3,32800
20130331,7.3,2.4,13.7,0.6,32800
20130401,9.2,1.1,16.8,0,32800
20130402,7.4,4.3,12.1,1.4,32800
20130403,10,3,17.7,0,32800
20130404,11.9,4.7,20.3,0,32800
20130405,13.1,5.1,19.9,0.3,32800
20130406,8.5,3.7,13,24.7,32800
20130407,5.2,1.8,9.6,1.6,33200
20130408,8.6,0.4,16.3,0.1,33200
20130409,8.2,4.2,13.1,0.3,33200
20130410,5.5,1.2,10,0.1,33200
20130411,7,1.8,12.1,0.5,33200
20130412,6.9,0.8,12.9,0,31100
20130413,11.8,1.1,19.8,0,31100
20130414,11.4,4.3,17.5,1.5,31100
20130415,7.9,0.9,14,0,31100
20130416,15.6,5.8,24.5,0.1,31100
20130417,12.1,9.2,17.3,0.3,31100
20130418,11.8,7.3,18,0,31100
20130419,9.4,3.7,15.3,0,31100
20130420,5.8,3.5,8.5,9.7,31100
20130421,8.8,3.1,15.2,0,31100
20130422,11.3,2.3,18.9,0,31100
20130423,10.9,8.6,14,22.1,31100
20130424,13.6,8.9,19.4,1.5,31100
20130425,10.8,6.6,16.4,2.2,31100
20130426,11.4,6.4,17.3,0.5,31100
20130427,11.6,4.9,19.1,0.8,31100
20130428,15.2,7.1,22.1,0,31100
20130429,14.6,9.4,19.1,7.5,31100
20130430,13.2,6.2,21,0.1,31100
20130501,11.6,6.8,17,0.2,32056
20130502,11.8,6.7,17.9,1.1,32150
20130503,12.5,6.3,19.2,0.9,32150
20130504,14,8.7,20.5,0.1,32150
20130505,15.6,7.6,23.6,0,32150
20130506,16.8,8.9,25.1,0,32150
20130507,16.1,9.7,23.1,0,32150
20130508,17.5,8.8,26.4,0,32150
20130509,18,11.5,24.4,3.8,32150
20130510,15.6,12.8,19.5,15.9,32150
20130511,18.1,11.9,25.5,0,32150
20130512,20.2,13,26.7,0.1,32150
20130513,20.2,13.4,28.1,0,32150
20130514,18.9,11.8,26,0,32150
20130515,18.9,13.8,25.3,0,32150
20130516,17.8,12.7,23.5,0,32150
20130517,16.9,10.9,23.6,0,32150
20130518,17.7,11,24,4.2,32150
20130519,16.5,14.1,19.9,24.4,32150
20130520,16.9,12.4,21.9,0,32150
20130521,17.9,9.7,26.1,0,32150
20130522,19.9,12.1,27.6,0,32600
20130523,20.7,14.1,28.5,0,32600
20130524,21.7,14.2,30.1,0,32600
20130525,21.5,15.7,28.6,0,32600
20130526,21.8,16.9,27,0,32600
20130527,19.5,17.6,22.2,51.8,32600
20130528,19.5,17.3,22.1,26.1,32600
20130529,18.5,15.9,21.3,0.5,32600
20130530,19.8,14.5,26.5,0,32800
20130531,19.6,13.2,26.3,0,32800
20130601,19.6,15.4,25.3,0,32800
20130602,19.9,13.6,26.9,0,32800
20130603,20.1,14.2,26.6,0,32800
20130604,21.8,15.4,28.6,0,32800
20130605,22.3,16.4,28.9,0,32800
20130606,22.2,17.4,28.5,0.6,32800
20130607,22.2,17.8,28.1,0.2,32800
20130608,22.1,17.6,27.1,0,32800
20130609,22.5,17.7,27.8,0,33200
20130610,22.6,17.2,27.9,0,33200
20130611,21,18.5,24.7,4.8,33200
20130612,20.7,18.9,23.5,3.4,33200
20130613,22.3,19.3,26.5,0.1,33200
20130614,22.2,19.9,25.4,1.5,32100
20130615,24,20,29.2,0.1,32100
20130616,24.2,19.2,30.1,0,32100
20130617,24,20,28.6,1,32100
20130618,22.6,21.5,24.5,46.9,32100
20130619,23.4,20.3,28.2,20.1,32100
20130620,24.4,20.1,30,0,32100
20130621,23.8,20.8,28.1,0.4,32100
20130622,23.2,20,27.9,1.3,32100
20130623,21.6,19.5,24.8,2.9,32100
20130624,22.9,18.4,28.3,0,32100
20130625,22.6,19.4,27.2,6.5,32100
20130626,23.3,19.6,28.9,5.8,32100
20130627,23.3,19.5,28.3,3.5,32100
20130628,23.6,20.1,29,1.6,32100
20130629,24.5,19.5,30.3,0.1,32100
20130630,25.1,20,30.6,0,32100
20130701,25.4,21.1,30.6,0,32100
20130702,25.7,22.3,29.4,11.5,32100
20130703,25.7,22.4,29.6,18.6,33167
20130704,25.2,22.8,27.9,22.3,33250
20130705,23.8,21.9,26.3,51.5,33250
20130706,25,21.8,29.9,0,33250
20130707,24.4,22.2,27.3,19.3,33250
20130708,26.1,23.5,29,14.6,33250
20130709,27,24.4,30.7,1.7,33250
20130710,26.9,23.9,30.8,2.3,33250
20130711,26.8,23.6,30.7,5,33250
20130712,26,23.3,29.1,6.3,33250
20130713,26.2,23.5,30.3,18.4,33250
20130714,25.9,23.3,29.6,23.6,33250
20130715,26,23.4,29.7,14.2,33250
20130716,27.3,23.2,31.5,0.5,33250
20130717,26.4,23.8,29.8,8.5,33250
20130718,26.4,23.2,30.8,4.7,33250
20130719,26.6,22.4,31.8,0.4,33250
20130720,27.4,23.4,32.2,1.1,33250
20130721,27.2,24.2,31,1.3,33250
20130722,27.3,24.5,31.6,16.6,33250
20130723,26.3,24.5,28.4,17.3,33250
20130724,26.7,23.8,30.1,4.8,34000
20130725,26.7,22.6,31.7,0,34000
20130726,27,22.6,32.4,0,34000
20130727,26.5,22.2,31.8,0.1,34000
20130728,26,23.6,28.9,11.1,34000
20130729,27.4,24.2,31.6,5.2,34000
20130730,26.3,23.2,31.3,8.5,34000
20130731,27,24.1,31,12.9,34000
20130801,27.2,23.8,32.2,3.6,34200
20130802,27,24.6,30.6,3.7,34200
20130803,27.2,24.5,31.9,9.1,34200
20130804,27.4,24.6,32.1,7.6,34200
20130805,27.6,24.1,32.2,4.9,34200
20130806,27.6,23.7,32.9,9.8,34200
20130807,28.9,24.3,34.3,0,34200
20130808,29.7,25.9,34.6,0,34200
20130809,29.9,25.9,34.6,2.1,34200
20130810,28.4,24.6,33.8,6.4,34200
20130811,28.8,24.3,34.7,0.2,34600
20130812,28.9,24.6,34.5,0.2,34600
20130813,28.4,24.2,33.9,0,34600
20130814,28.2,23.8,33.7,0,34600
20130815,28.4,23.6,33.8,0.1,34600
20130816,28.4,24.1,34,0.5,31100
20130817,28.4,24.3,33.5,0,31100
20130818,28.7,24.4,34.1,0.7,31100
20130819,28.4,23.9,34.1,2.5,31100
20130820,27.6,23.1,33.5,0.6,31100
20130821,27.5,23.6,32.4,1.4,31100
20130822,27.8,24.5,33,6.6,31100
20130823,25.4,23.6,28,38.7,31100
20130824,24.7,21.9,28.2,31,31100
20130825,24.9,20.7,30.6,2.3,31100
20130826,24.9,20.6,30.9,0.1,31100
20130827,25.1,20,31,0,31100
20130828,25.4,21.1,30.7,0,31100
20130829,25.5,21.7,29.7,23.4,31100
20130830,25.1,22.1,29.6,4.7,31100
20130831,23.3,19.7,28.1,3.7,31100
20130901,22.9,18.8,28.3,0,31100
20130902,22.1,17.4,27.9,0.2,31100
20130903,20.2,16.5,24.4,0,31100
20130904,20.6,14.7,27.1,0,32056
20130905,20.1,15.4,24.4,0,32150
20130906,19.2,17.5,21.8,5.2,32150
20130907,20.5,17,25.5,1.6,32150
20130908,21.4,16.7,27.9,0,32150
20130909,21.7,16.7,27.7,0,32150
20130910,22.5,18.3,27.4,3,32150
20130911,22.3,19.9,25.5,9.9,32150
20130912,22.5,20.4,25.6,2.9,32150
20130913,24.2,20.7,28.7,14.4,32150
20130914,22.4,20.1,25.6,40.6,32150
20130915,22.7,18.1,28.9,0,32150
20130916,20.4,15.2,27.1,0.1,32150
20130917,21,14.4,28.9,0,32150
20130918,22.5,16.3,30.1,0,32150
20130919,22.4,17.3,28.6,0,32150
20130920,22.4,17.3,29.2,0,32150
20130921,22.9,18,29.5,0,32150
20130922,22.2,18.5,27.4,1.6,32150
20130923,22.1,17.2,28,0,32150
20130924,21.8,17.8,26.3,3.8,32150
20130925,19.6,16.2,24.2,1.1,32600
20130926,17.1,12,23.4,0.2,32600
20130927,17.2,10.3,24.6,0,32600
20130928,18.2,15,22,2.1,32600
20130929,18.8,17.1,20.6,26.8,32600
20130930,20.9,18,25.9,7.2,32600
20131001,20.8,16.7,26.5,0.5,32600
20131002,19.4,14.7,24.4,2.4,32600
20131003,16.1,10.7,22.8,0.1,32800
20131004,16.2,9.2,24.6,0,32800
20131005,18.5,11.2,25.6,0,32800
20131006,20.9,16.9,24.7,2.7,32800
20131007,22.5,19.5,26.9,0.9,32800
20131008,20.3,18.5,22,30.7,32800
20131009,20,16.8,24.7,0.6,32800
20131010,19.9,16.5,23.9,8.2,32800
20131011,18.8,13.1,23.6,0.3,32800
20131012,15.5,9.9,22.3,0,32800
20131013,15.8,9.3,23.8,0,33200
20131014,17.3,11,25.2,0,33200
20131015,14.4,10.5,19.6,5.8,33200
20131016,11.1,6.3,17,0,33200
20131017,11.1,5.3,18.3,0,33200
20131018,13,6.8,20.6,0,31100
20131019,14.3,8.6,20.5,0,31100
20131020,15.9,11,22.7,0.1,31100
20131021,14.9,10.1,21.2,0,31100
20131022,15.1,9.7,21,0.2,31100
20131023,15.4,10.6,21.8,0,31100
20131024,14.1,9.2,20.5,0,31100
20131025,10.9,6.4,17,0,31100
20131026,10,4.7,16.7,0,31100
20131027,10.1,3.9,18.3,0,31100
20131028,10.5,4.3,18.4,0,31100
20131029,12.2,5.4,19.6,0.3,31100
20131030,11.9,7.2,17.9,0,31100
20131031,12,6.6,19.8,0,31100
20131101,14,7.9,21.2,0,31100
20131102,14.1,10.2,18.4,2,31100
20131103,13.4,9.4,18.6,0.1,31100
20131104,12,7.6,17.9,0.3,31100
20131105,11.1,5.3,19.3,0,31100
20131106,12.3,7.5,17.3,0.9,32056
20131107,12.8,6.7,18.4,0.5,32150
20131108,9.3,3.6,16,0,32150
20131109,11.9,7.1,16.6,12.5,32150
20131110,9.3,4.2,15,0.6,32150
20131111,4.9,1.2,9.4,0,32150
20131112,4.6,-0.3,10.6,0,32150
20131113,4.7,-1.2,12.3,0,32150
20131114,6.5,0.6,11.5,0.5,32150
20131115,8.3,3.8,14.8,0.7,32150
20131116,7.2,1.4,14.7,0.5,32150
20131117,7.1,3,11.2,1.4,32150
20131118,3.2,0.7,6.5,1.4,32150
20131119,3.5,0.4,6.8,0.8,32150
20131120,3.4,-0.3,7.9,0.1,32150
20131121,3.8,-1.2,9.6,0,32150
20131122,5,-0.3,11.3,0,32150
20131123,6.1,0.6,13.1,0,32150
20131124,8.4,2.3,13.8,14,32150
20131125,7.5,3.3,12.7,12.6,32150
20131126,3.5,-0.8,8,0.3,32150
20131127,1.8,-2,6.4,6.7,32600
20131128,-1.3,-4.5,2.2,1.3,32600
20131129,1.1,-3.3,5.9,0.5,32600
20131130,3.9,-1.8,10.8,0,32600
20131201,4.5,-0.2,10.8,0,32600
20131202,4,-1.1,9.5,0,32600
20131203,5,0.4,11,0,32600
20131204,4.6,-0.2,11.6,0,32600
20131205,5.4,-0.1,10.5,0,32800
20131206,4.2,-0.2,9.3,0,32800
20131207,3.9,-1.3,10.5,0,32800
20131208,4.5,-1,11.6,0,32800
20131209,5.8,2.5,9.5,8.5,32800
20131210,3,0.4,6,1.2,32800
20131211,0.9,-1.7,4,2.2,32800
20131212,1,-4.8,5.7,3.1,32800
20131213,-2.4,-5.8,2,0.3,32800
20131214,-0.5,-6.2,4.4,0.3,32800
20131215,-1.2,-5.2,3.8,0,33200
20131216,-1.3,-6.1,3.2,0,33200
20131217,2,-2.5,6.3,1.7,33200
20131218,4.2,0.9,8.5,0.4,33200
20131219,-0.2,-3.3,2.9,1.2,33200
20131220,-0.9,-4.2,2.4,1.2,31100
20131221,-0.4,-4.3,4.7,0.1,31100
20131222,-0.8,-5.7,4.9,0,31100
20131223,0.3,-3.6,5.4,0,31100
20131224,-0.4,-5.5,6.8,0.1,31100
20131225,0.8,-5.4,7.2,0,31100
20131226,1.6,-1.5,5.3,0.3,31100
20131227,-2.4,-5.3,0.8,0,31100
20131228,-3.9,-8,0.8,0.1,31100
20131229,-1.7,-7.3,3.2,0.3,31100
20131230,2.8,-2.4,7.6,0,31100
20131231,4.1,-1.8,9.1,0,31100
20140101,4.8,-0.3,9.2,0,31100
20140102,2.6,-2.2,9.1,0,31100
20140103,2.6,-3.2,10.1,0,31100
20140104,1.5,-2.8,6.9,1.2,31100
20140105,0.7,-3.7,6.6,0.1,31100
20140106,0.2,-5.1,7.6,0,31100
20140107,1.9,-4.3,7.8,0,31100
20140108,2.1,-1.4,5.3,1.8,32056
20140109,-4.4,-8.1,-0.6,0,32150
20140110,-3.7,-9.6,2,0,32150
20140111,-0.8,-5.5,4.4,0,32150
20140112,-0.4,-5.1,5.3,0,32150
20140113,-3.9,-8.4,1.5,0,32150
20140114,-3.4,-9.3,3.4,0,32150
20140115,-2.3,-8.1,4.3,0,32150
20140116,-0.9,-6.6,5.2,0,32150
20140117,-0.1,-5,5.9,0,32150
20140118,-0.6,-4.6,3.9,0,32150
20140119,-1.7,-8.3,4.6,0,32150
20140120,1,-2.2,5.5,1.5,32150
20140121,-2.9,-5.5,-0.1,1.4,32150
20140122,-2.7,-8,3.4,0,32150
20140123,-1,-7.5,7.1,0,32150
20140124,4,-3.5,10.7,0,32150
20140125,6.2,1.4,10.6,1.9,32150
20140126,0.4,-4.1,5.6,0.2,32150
20140127,0.7,-7,8.9,0,32150
20140128,3,-3.1,9.3,0.1,32150
20140129,3,-6.4,11.5,0.7,32600
20140130,6.1,1.5,10.2,1.1,32600
20140131,3.1,-3.1,10.8,0,32600
20140201,7.5,1,13.4,6,32600
20140202,8.9,5.1,14.2,0.4,32600
20140203,1.8,-4.5,7.3,0,32600
20140204,-4.9,-8.1,-0.7,0,32600
20140205,-3.8,-8.1,1.4,0,32600
20140206,-0.5,-4.8,4.5,0.3,32800
20140207,2.6,-1.8,6.7,2.8,32800
20140208,2.2,0.4,4.6,3.2,32800
20140209,0.4,-1.3,3.3,3.2,32800
20140210,0.1,-2.6,3.4,2.2,32800
20140211,0.1,-4.2,5.3,0.6,32800
20140212,0.9,-3.3,6.5,0.4,32800
20140213,1.6,-2.7,6,2.1,32800
20140214,1.9,-1.6,6,0.2,32800
20140215,1.7,-4.1,8.9,0,32800
20140216,2.7,-3.9,10.1,0,33200
20140217,4.1,0.7,8.3,2.5,33200
20140218,2.4,-0.7,5.6,0.5,33200
20140219,1.6,-2.8,6.7,0.1,33200
20140220,1.5,-3.8,7.5,0,33200
20140221,1.1,-4.4,7.9,0,32100
20140222,1.8,-4.5,9.2,0,32100
20140223,2.9,-3.3,10.4,0,32100
20140224,4.2,-2.5,12,0,32100
20140225,5.6,-1.3,13.6,0,32100
20140226,6.2,1.2,11.5,4.1,32100
20140227,8.6,3.4,15.5,0.2,32100
20140228,7.1,3.1,11.8,0.1,32100
20140301,6.6,4,9.8,2.1,32100
20140302,5,0.4,10.5,0.6,32100
20140303,4.3,-2.4,11.6,0,32100
20140304,5.1,-1.1,11.4,0.2,32100
20140305,3.1,-0.7,8,0.7,32100
20140306,1.4,-4.1,6.5,0,32100
20140307,1.3,-3.8,6.3,0,32100
20140308,2.4,-3.2,8.2,0,32100
20140309,2.5,-1.5,7.2,1.3,32100
20140310,2,-4.4,8.8,0,32100
20140311,5,-3.6,13.6,0,32100
20140312,5.8,0.5,9.3,23,33167
20140313,4.2,1.4,7.6,8.8,33250
20140314,3.3,-0.9,8.4,0.3,33250
20140315,6.9,-1.4,14.1,0,33250
20140316,10.6,4.2,18,0,33250
20140317,12.4,3.8,20.1,1.3,33250
20140318,12.6,7.4,18.3,0.5,33250
20140319,9,5.8,12.6,0.1,33250
20140320,6.4,3,10.7,2.7,33250
20140321,5,0.5,10.4,0,33250
20140322,7.6,-1,15.6,0,33250
20140323,10.2,2.4,18.3,0,33250
20140324,11.2,2.2,18.1,0,33250
20140325,14.2,11.2,18.1,9.3,33250
20140326,13.8,9.5,19,8.9,33250
20140327,12.7,6.4,20.6,0,33250
20140328,15.7,7.6,24.1,0,33250
20140329,14.2,11.7,17.2,10.7,33250
20140330,12.7,8.2,18,3.8,33250
20140331,12,5.5,19.8,0,33250
20140401,13.2,5.3,21.8,0,33250
20140402,14.3,6.3,22.6,0,34000
20140403,10.7,5,18.1,4.9,34000
20140404,7,2.8,11.9,0.8,34000
20140405,6.2,1.2,12.3,0.6,34000
20140406,8,2.5,13.9,0,34000
20140407,11.6,3.9,19.2,0,34000
20140408,12.2,3.9,20.7,0,34000
20140409,12.9,4.9,20.9,0,34000
20140410,12.8,7,20.7,0,34200
20140411,12.3,7.8,17.8,0.1,34200
20140412,13.4,9.4,18.1,0.1,34200
20140413,13.5,8.5,19.3,2.4,34200
20140414,13.7,5,22.5,0,34200
20140415,16,7.5,23.6,0,34200
20140416,16.3,11,23,0,34200
20140417,13.4,7.7,20.5,12.5,34200
20140418,13.5,10.2,18.4,0.7,34200
20140419,12.5,9.1,16.3,0,34200
20140420,13.6,8.5,19.9,0,34600
20140421,15,8.3,21.9,0,34600
20140422,14.9,8.6,22,0,34600
20140423,15.4,6.7,24.2,0,34600
20140424,16.6,8.5,25.2,0,34600
20140425,17.1,8.4,25.8,0,31100
20140426,17.1,9.8,23.7,0,31100
20140427,15.6,13.3,18.8,12.1,31100
20140428,13.6,12.4,15.4,27.2,31100
20140429,14.2,12.1,17,23.2,31100
20140430,14.5,11.1,19.3,1.1,31100
20140501,16.3,10,23,0,31100
20140502,17.4,10.1,25.8,0.2,31100
20140503,14.4,9,20.9,0,31100
20140504,13.3,7.6,20.5,1.2,31100
20140505,11.6,6.3,17.2,0.1,31100
20140506,12.7,5.6,19.8,0,31100
20140507,15.3,6.2,22.7,0.3,31100
20140508,15.4,10.6,20.6,2.7,31100
20140509,15.5,8.3,23.4,0,31100
20140510,17.2,9.2,24.7,0,31100
20140511,17.3,11.1,23.2,18.5,31100
20140512,17.9,14.2,22.4,15.6,31100
20140513,20.1,12,27.4,0,31100
20140514,18.5,14.4,23.6,1.6,32056
20140515,18.6,14,24.5,0,32150
20140516,19,11.7,26.1,0,32150
20140517,18.7,12.1,25.9,0,32150
20140518,18.6,11.6,25.8,0,32150
20140519,19.4,11.8,26.8,0,32150
20140520,18.4,14.8,23,4.5,32150
20140521,18.4,13.2,24.7,0,32150
20140522,19.5,12.7,27,0,32150
20140523,19.2,15.4,24.1,0,32150
20140524,21.8,15.4,28.6,0,32150
20140525,20.5,17.6,25,7.7,32150
20140526,20.5,15.3,26,2.3,32150
20140527,22,13.5,29.5,0,32150
20140528,21.6,16,28.4,1.2,32150
20140529,22.8,15.5,31.1,0,32150
20140530,23.6,15.2,32.1,0,32150
20140531,24.3,16.3,32.4,0,32150
20140601,23.9,18.3,29.9,0,32150
20140602,20.9,18,24.2,5.9,32150
20140603,19.1,17.2,21.3,19.8,32150
20140604,21.1,18.3,25.3,3.1,32600
20140605,20.7,18.2,23.8,1.2,32600
20140606,21.4,16.5,27.4,0,32600
20140607,21,15.8,26.6,0.2,32600
20140608,20.6,17.9,25,0.7,32600
20140609,20.9,17.9,25.4,0.9,32600
20140610,21,18,25.4,4,32600
20140611,20.4,17.6,25.2,4.8,32600
20140612,19.4,16,24.3,7.2,32800
20140613,20.3,16.3,25.4,1,32800
20140614,22.1,16.7,28.2,0,32800
20140615,22.6,17,28.7,0,32800
20140616,23.3,17.4,29.6,0,32800
20140617,22,19.2,26.1,1.9,32800
20140618,22.5,17.9,28.3,0.3,32800
20140619,22.6,18,27.9,0.3,32800
20140620,22.2,18.3,26.7,1.4,32800
20140621,21.3,19.2,24.3,2.3,32800
20140622,21.9,18.4,26.5,5.9,33200
20140623,21.1,18.3,26,12.4,33200
20140624,21.8,18,27,2.5,33200
20140625,22.8,18,28.4,0,33200
20140626,23.7,19,29.3,0,33200
20140627,24,18.8,29.9,0,31100
